"a-profile-name","a-icon-alt","a-size-base","a-size-base 2","a-size-mini","a-size-base 3","a-size-base 4","a-button-text href","cr-helpful-text","a-size-base 5","a-size-base href 2","a-size-base 6","review-comment-count","a-alert-heading"
"Wade S. Grant","5.0 颗星，最多 5 颗星","Eye opening","2022年7月18日 在美国审核","已确认购买","Read how the Dems & RINO's have been stealing us blind.DJT Won!","1 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhMZ48yuBAtmV0fwl7k1sTgN%252FWvjZYihFEICKXB%252BLzsOPAAAAAGQvyrUAAAAB%26reviewId%3DR3QQEP23FJOTQ7&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hMZ48yuBAtmV0fwl7k1sTgN%2FWvjZYihFEICKXB%2BLzsOPAAAAAGQvyrUAAAAB&reviewId=R3QQEP23FJOTQ7","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Bookworme","5.0 颗星，最多 5 颗星","well explained the corruption","2022年2月21日 在美国审核","已确认购买","Simple to understand and well written- stop corruption hanging around America!!!","3 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhHA6eNmeDwrw4Vsltxc6qLuIqA%252BQrRxrgTWx0i%252FW0dc%252BAAAAAGQvyrUAAAAB%26reviewId%3DRL51SFPU5ICZE&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hHA6eNmeDwrw4Vsltxc6qLuIqA%2BQrRxrgTWx0i%2FW0dc%2BAAAAAGQvyrUAAAAB&reviewId=RL51SFPU5ICZE","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Don F","5.0 颗星，最多 5 颗星","Outstanding","2022年2月9日 在美国审核","已确认购买","Every american citizen should read this book. You.ll be shocked when you read names of politico's involved. Both parties. Take time to read. It s your country being sold !","7 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhO1xA4UJ%252BYOHmPaBmskVrp%252FC0%252Fd%252BDWLCx57foQ%252B6243VAAAAAGQvyrUAAAAB%26reviewId%3DR3RXW5KG6W70GF&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hO1xA4UJ%2BYOHmPaBmskVrp%2FC0%2Fd%2BDWLCx57foQ%2B6243VAAAAAGQvyrUAAAAB&reviewId=R3RXW5KG6W70GF","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Jill T.","5.0 颗星，最多 5 颗星","MUST READ!!","2022年2月1日 在美国审核","已确认购买","Quite an eye opener.  Should be required in all colleges. His best book yet. Hard to put it down.  Sharing!!","6 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhAOBAgMsTY0tRM%252B%252FrA5NNlB%252Fc3tdh4geawPGJ%252FzjSLCpAAAAAGQvyrUAAAAB%26reviewId%3DR3B40IEJBG9EBK&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hAOBAgMsTY0tRM%2B%2FrA5NNlB%2Fc3tdh4geawPGJ%2FzjSLCpAAAAAGQvyrUAAAAB&reviewId=R3B40IEJBG9EBK","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Lovesagoodbook","5.0 颗星，最多 5 颗星","Frightening!","2022年2月2日 在美国审核","已确认购买","This book should be made mandatory in schools.  We better wake up fast or China WILL eat our lunch!","8 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhPR6Po9ei11DwhlttqfQtO%252BJ3eRCJBnyBig2z0QDdUMnAAAAAGQvyrcAAAAB%26reviewId%3DR3LMS6TLKCFFH9&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hPR6Po9ei11DwhlttqfQtO%2BJ3eRCJBnyBig2z0QDdUMnAAAAAGQvyrcAAAAB&reviewId=R3LMS6TLKCFFH9","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"MandalorianJedi","5.0 颗星，最多 5 颗星","A Striking Exposure of American Elites Corrupted by the Communist Chinese Government.","2022年2月28日 在美国审核","","The content of Red-Handed is both tremendous and horrifying.  The deep financial and political ties between American elites, of all political affiliations, and high ranking members of the despotic Communist Chinese Party (CCP) leave one breathless.Red-Handed is very well written.  Author Peter Schweizer has taken a truly staggering amount of information and presented it in a way that is very easy to comprehend.  It is also thoroughly research, by Schweizer, who is an expert in the craft, to the point of actually quoting from Hunter Biden’s emails from Hunter’s own laptop, of which Schweitzer is in possession.  Not to be outdone in his thoroughness, Schweizer also corroborates Hunter’s emails with the emails of Hunter’s own business partner.But make no mistake, the corruption goes far beyond the Persistent’s wayward son, from politicians at the highest levels of government to the tech and financial sectors, even as far as professional athletes.  All have been sucked in by the vast fortunes to be made from China, built off slavery and genocide, and “ultra efficient” authoritarian Chinese system of government.  While some may simply start as opportunists hoping to exploit out of China what CCP has exploited out of its own people, they are required to deflect or defend against even the most terrible acts of the CCP and denounce their own countries.  One might say they are called on to deny or defend the plank in the CCPs eye, while boisterously denouncing the speck in the eye of their own homeland.  Perhaps the cognitive dissidence becomes too much to contend with because a large number seem to become true believers in the “efficiency” of the authoritarian CCP and turn their backs on Freedom.Red-Handed should not only be read by everyone with an interest in preserving political, social, religious, and financial freedom from the spread of authoritarianism; but this book should be discussed and debated on every self-respecting news program.  Its precepts should be challenged, and sources thoroughly vetted by serious journalists seeking actual truth, because if this book is accurate, we are in deep trouble as a nation, and world.","A Striking Exposure of American Elites Corrupted by the Communist Chinese Government.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhHQgylmz6U%252BockzPZhY%252BoiZZtSqX4WiwR%252BRQXUPahIk3AAAAAGQvyrcAAAAB%26reviewId%3DR2COKITDJN94NX&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","The content of Red-Handed is both tremendous and horrifying.  The deep financial and political ties between American elites, of all political affiliations, and high ranking members of the despotic Communist Chinese Party (CCP) leave one breathless.Red-Handed is very well written.  Author Peter Schweizer has taken a truly staggering amount of information and presented it in a way that is very easy to comprehend.  It is also thoroughly research, by Schweizer, who is an expert in the craft, to the point of actually quoting from Hunter Biden’s emails from Hunter’s own laptop, of which Schweitzer is in possession.  Not to be outdone in his thoroughness, Schweizer also corroborates Hunter’s emails with the emails of Hunter’s own business partner.But make no mistake, the corruption goes far beyond the Persistent’s wayward son, from politicians at the highest levels of government to the tech and financial sectors, even as far as professional athletes.  All have been sucked in by the vast fortunes to be made from China, built off slavery and genocide, and “ultra efficient” authoritarian Chinese system of government.  While some may simply start as opportunists hoping to exploit out of China what CCP has exploited out of its own people, they are required to deflect or defend against even the most terrible acts of the CCP and denounce their own countries.  One might say they are called on to deny or defend the plank in the CCPs eye, while boisterously denouncing the speck in the eye of their own homeland.  Perhaps the cognitive dissidence becomes too much to contend with because a large number seem to become true believers in the “efficiency” of the authoritarian CCP and turn their backs on Freedom.Red-Handed should not only be read by everyone with an interest in preserving political, social, religious, and financial freedom from the spread of authoritarianism; but this book should be discussed and debated on every self-respecting news program.  Its precepts should be challenged, and sources thoroughly vetted by serious journalists seeking actual truth, because if this book is accurate, we are in deep trouble as a nation, and world.","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hHQgylmz6U%2BockzPZhY%2BoiZZtSqX4WiwR%2BRQXUPahIk3AAAAAGQvyrcAAAAB&reviewId=R2COKITDJN94NX","2 个人发现此评论有用","0","当前加载评论时遇到问题。请稍后再试。"
"David Sanders","5.0 颗星，最多 5 颗星","Arrived on time with no damage.  Very happy.","2022年9月1日 在美国审核","已确认购买","Arrived on time with no damage.  Very happy.","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhE9aBVrDRoqsKJQS%252Bzp5C%252BWjlU51L1sGe8WXhKTPj6miAAAAAGQvyrcAAAAB%26reviewId%3DR3JGWL7C0XTNU5&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hE9aBVrDRoqsKJQS%2Bzp5C%2BWjlU51L1sGe8WXhKTPj6miAAAAAGQvyrcAAAAB&reviewId=R3JGWL7C0XTNU5","","0","当前加载评论时遇到问题。请稍后再试。"
"Ruth Freed","5.0 颗星，最多 5 颗星","a gift  to my brother","2022年5月10日 在美国审核","已确认购买","My brother liked the  book, very  stated very informative. snd suggests people buy it","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhOEZQDKxY6E8PHjnA75zFzC5JiwvGOWqSrIg5xyiuUdaAAAAAGQvyrcAAAAB%26reviewId%3DR2FVAZ75FLL38Y&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hOEZQDKxY6E8PHjnA75zFzC5JiwvGOWqSrIg5xyiuUdaAAAAAGQvyrcAAAAB&reviewId=R2FVAZ75FLL38Y","","0","当前加载评论时遇到问题。请稍后再试。"
"pamela s.","5.0 颗星，最多 5 颗星","great gift","2022年4月3日 在美国审核","已确认购买","bought for mu husband he loves it","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhFc0jsoJ43G85w89wtiuRpznEBot5JUe7QhN0YktPpM%252FAAAAAGQvyrcAAAAB%26reviewId%3DR2E5FXN3CU7DM6&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hFc0jsoJ43G85w89wtiuRpznEBot5JUe7QhN0YktPpM%2FAAAAAGQvyrcAAAAB&reviewId=R2E5FXN3CU7DM6","","0","当前加载评论时遇到问题。请稍后再试。"
"Jack Goes","5.0 颗星，最多 5 颗星","Excellent read!!","2022年2月2日 在美国审核","已确认购买","Should be mandatory reading in every U.S. school and university, but if course, it won't be!  Peter's research is comprehensive and compelling.","8 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhJOUAp7tnvSxAMxq%252FV9mep3Y3dwBt9VCMh%252Fr0v2GQDnJAAAAAGQvyrcAAAAB%26reviewId%3DREJSIZCMGK3B0&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hJOUAp7tnvSxAMxq%2FV9mep3Y3dwBt9VCMh%2Fr0v2GQDnJAAAAAGQvyrcAAAAB&reviewId=REJSIZCMGK3B0","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Susanne Baker","5.0 颗星，最多 5 颗星","Love this book!","2022年4月1日 在美国审核","已确认购买","Loved reading this book and appreciated learning so many things from the authors investigation and knowledge.","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhAA3A4LxIy8nkzguYpLUxK2XCfWsfM%252Fv343Ltl8urLEmAAAAAGQvyrcAAAAB%26reviewId%3DRAIOJ71X27PB6&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hAA3A4LxIy8nkzguYpLUxK2XCfWsfM%2Fv343Ltl8urLEmAAAAAGQvyrcAAAAB&reviewId=RAIOJ71X27PB6","","0","当前加载评论时遇到问题。请稍后再试。"
"Kindle Customer StPeteCA","5.0 颗星，最多 5 颗星","Interesting Read Thought Provoking","2022年5月9日 在美国审核","已确认购买","When I first read this book, I zipped though it. But after taking to a person I greatly respect, I read it closer and realized that it made sense of the mess our government has become. The failures to complete missions and the understaffing of missions. The lack of interest in failures.","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhD1EwFjKx57i0SOS4WQoLrwHuOFLraxohcSxcMo9hBHeAAAAAGQvyrcAAAAB%26reviewId%3DR130SY5931233Q&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hD1EwFjKx57i0SOS4WQoLrwHuOFLraxohcSxcMo9hBHeAAAAAGQvyrcAAAAB&reviewId=R130SY5931233Q","","0","当前加载评论时遇到问题。请稍后再试。"
"JTO","5.0 颗星，最多 5 颗星","Well researched, well weitten","2022年2月1日 在美国审核","已确认购买","I liked the book. It delves deep enough into the shenanigans of some very important people that further research is warranted.","6 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhPFsEtXyhjj2AJaqMtW3MhJSyNHqMqiRWheVlFueoj%252BTAAAAAGQvyrcAAAAB%26reviewId%3DR24RRPV8RWVUOR&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hPFsEtXyhjj2AJaqMtW3MhJSyNHqMqiRWheVlFueoj%2BTAAAAAGQvyrcAAAAB&reviewId=R24RRPV8RWVUOR","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"NanainPA","5.0 颗星，最多 5 颗星","A must read","2022年4月13日 在美国审核","已确认购买","You won't believe your eyes. This book covers all the corruption that is taking place in our government. He has proof to back it all up.","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhBbFAJCSbS5gUifExIMbszLeqKc%252FAvvKotA4jCT272wlAAAAAGQvyrcAAAAB%26reviewId%3DRMSI7N98W1OJ8&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hBbFAJCSbS5gUifExIMbszLeqKc%2FAvvKotA4jCT272wlAAAAAGQvyrcAAAAB&reviewId=RMSI7N98W1OJ8","","0","当前加载评论时遇到问题。请稍后再试。"
"Michael Palazzolo","5.0 颗星，最多 5 颗星","There is a fine line between ""doing business"" and ""selling out"".","2022年2月7日 在美国审核","已确认购买","Great in depth research with citations worthy of a term paper","5 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhE9fwPZM%252Fg7V4sM%252BLDYLWMBNRo6F4TYIOXxUN2u9KaAqAAAAAGQvyrgAAAAB%26reviewId%3DR37GHPKR2PL1GH&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hE9fwPZM%2Fg7V4sM%2BLDYLWMBNRo6F4TYIOXxUN2u9KaAqAAAAAGQvyrgAAAAB&reviewId=R37GHPKR2PL1GH","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Joni","5.0 颗星，最多 5 颗星","Interesting and good read. Facts not opinion.","2022年2月5日 在美国审核","已确认购买","Guess capitalism has a solid home in Congress and tech-ville and puts country last. Pretty shameful on all fronts.","9 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhLoJb8NI7hTh1g5RvIp5nIQr80y5rfuynTrWRdIYucDoAAAAAGQvyrgAAAAB%26reviewId%3DRJ067XYDGXNQ4&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hLoJb8NI7hTh1g5RvIp5nIQr80y5rfuynTrWRdIYucDoAAAAAGQvyrgAAAAB&reviewId=RJ067XYDGXNQ4","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Drjackl","4.0 颗星，最多 5 颗星","excellent book","2022年2月2日 在美国审核","已确认购买","I knew that politicians and universities were deeply connected to China, just because of the money involved. One of my former business partners was a Clinton crony with strong ties to the DNC. He and his DNC buddies were traveling to China, starting businesses and partnerships with China and generally raking in money. It seemed wrong to me so I cut off my relationship. At the same time George Mason University connected with the Confucious Institute and began getting donations. That was 2005-2006. Since then, things have gotten worse by orders of magnitude. When you read this book, you'll see the tip of the iceberg. Politicians all kinds, high profile athletes, elite universities and big businesses are grabbing tons of money and flying top cover for china even when its bad for the USA. Read this book. It just scratches the surface of how bad things are, but it shows that we're in trouble. The last chapter, on how we fight back is worth the price of the book. We need to start holding our politicians, universities and businesses accountable for what they are doing, before it's too late.","40 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhEmjQFmjhu3JNghtXjFsvLcYQB1wwpQXSuj5s8FzqKVkAAAAAGQvyrgAAAAB%26reviewId%3DR2PNA7LAQEDYU2&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hEmjQFmjhu3JNghtXjFsvLcYQB1wwpQXSuj5s8FzqKVkAAAAAGQvyrgAAAAB&reviewId=R2PNA7LAQEDYU2","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"James L. Cato","5.0 颗星，最多 5 颗星","To learn more about our government.","2023年2月21日 在美国审核","已确认购买","Excellent reading.","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhG2MpmRiY6b44TUsJLKpGdP6a0qVxiHoriyzX2pgSIU6AAAAAGQvyrgAAAAB%26reviewId%3DR16TJXOHBXW3VA&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hG2MpmRiY6b44TUsJLKpGdP6a0qVxiHoriyzX2pgSIU6AAAAAGQvyrgAAAAB&reviewId=R16TJXOHBXW3VA","","0","当前加载评论时遇到问题。请稍后再试。"
