"a-profile-name","a-icon-alt","a-size-base","a-size-base 2","a-size-mini","a-size-base 3","a-size-base 4","a-button-text href","cr-helpful-text","a-size-base 5","a-size-base href 2","a-size-base 6","review-comment-count","a-alert-heading"
"Hugh Claffey","5.0 颗星，最多 5 颗星","A  must read.","2014年7月30日 在美国审核","","The leit-motif of this book is the ‘red-phone’ on the desks of senior executives in Chinese companies. The idea is that the communist party maintains control of major ‘private’ coporations.  He shows that the three main telecommunications companies, in theory in competition, swopped chief executives at the behest of the party.  McGregor gives us a tour of various parts of Chinese society – industry, the army, the civil service, among others.  He notes the significant part that corruption plays in the party, and the fact that the party;s insistence that there is no other power structure can exist in China, means that the corruption, which is associated with power, cannot be effectively eliminated.  In fact, the waves of investigations of corruption have been used by powerful factions within the party to root out their rivals.My reaction to the book was that a lot of what Is being described is Economic Nationalism – take an example of France – where the government directs a lot of what industrial leaders do, and industrial leaders cycle in and out of government departments.  As I finished the book, it seemed to me that the lack of effective, independent power structures within the society and the regularity and possibility of changing the party in government is what distinguishes Chinese society from Western ones.  A fairly obvious point, but reinforced, in detail, by this excellent book","1 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhFL3POhSiZ5QdBqCAGAkEtjbFyWSmxlCrRZYubWLSbQYAAAAAGQvy6EAAAAB%26reviewId%3DR1XUMVX6WMSKLK&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hFL3POhSiZ5QdBqCAGAkEtjbFyWSmxlCrRZYubWLSbQYAAAAAGQvy6EAAAAB&reviewId=R1XUMVX6WMSKLK","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"M. Laine","5.0 颗星，最多 5 颗星","excellent; critical but balanced look into China's politics","2012年5月27日 在美国审核","","I got a signed copy of the recent (2010) book by Richard McGregor as a present. The Party: The Secret World of China's Communist Rulers is a serious piece of work. Mr. McGregor, the former China bureau chief of Financial Times, has written a disturbing portrait of one of the most powerful and secretive forces on the planet today and written it well.In his position, the author had access to people inside the system few westerners have had the opportunity to meet. I assume being the chief of FT in China opened doors to Mr. McGregor that stay closed to most academics. In any case the author has had the chance to interview some pretty interesting individuals from different sides of Chinese society, including government heavyweights, businessmen and political dissidents. From the pumpkin seed producer drying his hard earned, but moldy cash out in the open for all to see, to city mayors, all explain their position in China today.McGregor's writing is easy to follow and I especially appreciate the fairness seldom encountered in contemporary western books about the Party, or Chinese society in general. The author pulls no punches when he exposes the corruption and the, to western eyes incomprehensible, system of favours and nepotism prevalent in China, but he also gives credit where credit is due. This book is not about bashing the Chinese system or the Party; it's a book that really digs deep into behind-the-scenes politics, without gloating at the failures of the system.I have not come across a book giving such a detailed account of the inner workings of the CPC before. However, McGregor's book is more than that; The Party is not just about the Communists, it paints a vivid picture of Chinese society as a whole. This is not an academic book, but an enjoyable read for anyone who wants to learn more about China.","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhBXGNuJlyXHHuNMg2B6g9v%252BqptT3uq5FbALUh91EkMgBAAAAAGQvy6EAAAAB%26reviewId%3DR6A5VYG3MVFJJ&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hBXGNuJlyXHHuNMg2B6g9v%2BqptT3uq5FbALUh91EkMgBAAAAAGQvy6EAAAAB&reviewId=R6A5VYG3MVFJJ","","0","当前加载评论时遇到问题。请稍后再试。"
"jay","4.0 颗星，最多 5 颗星","good book for foreigner to know how chinese regime works","2013年8月19日 在美国审核","","very authentic material and truely describled how the country is ruled by the party. very book guide book for people wants to look in to the political life in this country.","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhC6RqjI0jIk4sgTgiRJpwQZveslfJSPn6JQ2HMCu73ykAAAAAGQvy6EAAAAB%26reviewId%3DR272O9W2QDBB3F&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hC6RqjI0jIk4sgTgiRJpwQZveslfJSPn6JQ2HMCu73ykAAAAAGQvy6EAAAAB&reviewId=R272O9W2QDBB3F","","0","当前加载评论时遇到问题。请稍后再试。"
"Joshua","5.0 颗星，最多 5 颗星","Five Stars","2018年1月30日 在美国审核","","Just a great book for those interested in foreign affairs. Would bore others not so much.","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhMGR54K5R%252FC7k%252F7RlqRgLngFTeQLu2nvD8CKz3b%252Bk4OTAAAAAGQvy6EAAAAB%26reviewId%3DR2FMRXVX4OW33F&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hMGR54K5R%2FC7k%2F7RlqRgLngFTeQLu2nvD8CKz3b%2Bk4OTAAAAAGQvy6EAAAAB&reviewId=R2FMRXVX4OW33F","","0","当前加载评论时遇到问题。请稍后再试。"
"Bokamba","4.0 颗星，最多 5 颗星","An engaging book about the Chinese Communist Party","2011年2月14日 在美国审核","","""The Party"" is very interesting and engaging. Perhaps because the author is a journalist, the book includes many stories which make it much more enjoyable to read than a dry academic text about the Chinese Communist Party. The book's main problem is the atrocious editing: numerous typographical errors mar the text.","1 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhOF1GP7pVUhjN584ndjysFdWHnOFRpugkzCGXphFl5CfAAAAAGQvy6EAAAAB%26reviewId%3DRNLYGNC1MG56V&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hOF1GP7pVUhjN584ndjysFdWHnOFRpugkzCGXphFl5CfAAAAAGQvy6EAAAAB&reviewId=RNLYGNC1MG56V","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Avram Kaplan","5.0 颗星，最多 5 颗星","Well done","2017年3月17日 在美国审核","","A very well put together overview of China through the prism of the Chinese Communist Party's evolution. I highly recommend it.","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhNQ21kAWwLydcL10pvqjx38RrTqnlhLZyjFja%252FDv0w%252B5AAAAAGQvy6EAAAAB%26reviewId%3DR10QJWBQRYD169&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hNQ21kAWwLydcL10pvqjx38RrTqnlhLZyjFja%2FDv0w%2B5AAAAAGQvy6EAAAAB&reviewId=R10QJWBQRYD169","","0","当前加载评论时遇到问题。请稍后再试。"
"Seaotter or Hubby","5.0 颗星，最多 5 颗星","Answered My Questions","2012年12月28日 在美国审核","","""The party"" is a well written, thoroughly researched, most interesting insider's look at how China can be both Communist and have such a booming industrial sector at the same time. The country is ruled by the party bosses from Beijing, who are not elected by the people, but from within their own ranks. Their dictates which can change at any time are the law. The officials at the county levels control what goes on in their provinces. This self policing, plus low wages inevitably leads to corruption. Also the Chinese people in each province want to outdo the other provinces as far as production and GDP are concerned, which leads to environmental pollution and quality control issues. Remember the Chinese pet food that killed so many American animals? Businesses walk a fine line. They can not do or say anything that would shed a negative light on the Communist party. A most fascinating look at what makes China tick that is well worth reading.","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhG9sYR4nhwDBuqOAtdkxtMX6rRz2OeSs2jpi%252B9Mgu%252F98AAAAAGQvy6EAAAAB%26reviewId%3DR2G7N7RVK8FDZB&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hG9sYR4nhwDBuqOAtdkxtMX6rRz2OeSs2jpi%2B9Mgu%2F98AAAAAGQvy6EAAAAB&reviewId=R2G7N7RVK8FDZB","","0","当前加载评论时遇到问题。请稍后再试。"
"J. Wu","5.0 颗星，最多 5 颗星","the best book to understand China's political/government system","2010年8月14日 在美国审核","","As an expat Chinese in the US, this is the best written book to understand the political and government system.  Many of the headlines in the west media miss the point about china, and this book can explains why.  Even for the Chinese, the book sheds deep insight and help understand the confused political/government system.  It helps to explain many of the symptom hard to understand by the west.Lastly, this is a great book as the author sticks to the norm and standard of journalist.  It is written with a observant, analytic, and fact-finding way, rather than putting judgment or promoting a school of belief.  From the ""Afterword"" section, you can tell he is not a fan of ""system"", but he lives in the country with his family for 9 years and had put a fair observation to the country.If you really care about China, or want to understand it beyond the headlines, this is a must read.","13 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhJ0U2gvKY74EC3NZo67RPeUHJyVQaDfMycDyV68Rk7qiAAAAAGQvy6EAAAAB%26reviewId%3DR1QPN3W0WDUSKR&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hJ0U2gvKY74EC3NZo67RPeUHJyVQaDfMycDyV68Rk7qiAAAAAGQvy6EAAAAB&reviewId=R1QPN3W0WDUSKR","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Donald M. Bishop","5.0 颗星，最多 5 颗星","The Chinese Communist Party:  Pulling back the curtain","2013年1月9日 在美国审核","","It's not possible to understand China without understanding the role and place of the Chinese Communist Party.  This book describes it.  The author notes that the Party ""keeps the sinews of its enduring power off the front stage of public life and out of sight of the rest of the world,"" but in this book, he ""peeks under the hood.""He reveals the Party's ties with business; its control of personnel assignments throughout government, China's regions, business, and society; the Military Commission (the People's Liberation Army is the Party's army, not the nation's); and its control of the narratives of Chinese history.  Corruption and the Party's use of capitalism are also described.If you're going to China for anything more serious than a guided tour, this book is ""must read.""-30-","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhM4VXU8T%252FFio49%252FJ3%252Fl2TM06TAUCwP%252BOij54UF5NXoxsAAAAAGQvy6EAAAAB%26reviewId%3DR20REFLPWZ1UUB&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hM4VXU8T%2FFio49%2FJ3%2Fl2TM06TAUCwP%2BOij54UF5NXoxsAAAAAGQvy6EAAAAB&reviewId=R20REFLPWZ1UUB","","0","当前加载评论时遇到问题。请稍后再试。"
"Troy Parfitt","5.0 颗星，最多 5 颗星","A Not-So-Secret World","2012年7月13日 在美国审核","","There is no point in describing what The Party is about; the topic is obvious. The only thing really required is to comment on whether it is good or not, and, as it happens, it is quite good. McGregor did plenty of research and his interviews with officials help enliven the text. The book is not, unlike a few China books of late, toadying or sensationalistic. Mr. McGregor is a journalist and his investigative skills, analysis, and objectivity really shine. The Party would be good for China-book completists or newbies. China hands, however, might not find a whole lot they did not already know. In any event, the volume represents another piece in the puzzle. There are so many good China books out there, and this is yet another one. Recommended.Troy Parfitt is the author of Why China Will Never Rule the World","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhNFPl%252BwMJU6iy6BUZ6bmL7rw%252B48gvwsZwcUuqaO3%252BF2rAAAAAGQvy6EAAAAB%26reviewId%3DR3AWKRO1SJWMEQ&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hNFPl%2BwMJU6iy6BUZ6bmL7rw%2B48gvwsZwcUuqaO3%2BF2rAAAAAGQvy6EAAAAB&reviewId=R3AWKRO1SJWMEQ","","0","当前加载评论时遇到问题。请稍后再试。"
"Roger Filmyer","5.0 颗星，最多 5 颗星","Insightful and informative.","2013年2月14日 在美国审核","","In the news, you may read about the excesses and riches of upper level Party members. In a politics class, you may see some ancient slides about the dual party structure. But this book provides a detailed look that you won't get anywhere else. The author spent years trying to get to people involved with the party from Heilongjiang in the north to Guangdong in the south, interviewing the most elusive current and former party members, and the effort shows. I've learned more about how China actually works in this book than from any other single source.","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhC6yWsFrD1o1PKdO9TIPfy1Vx%252FF4hVxRQIbbxTRUAqYCAAAAAGQvy6IAAAAB%26reviewId%3DR33AGYTWOVNJ4N&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hC6yWsFrD1o1PKdO9TIPfy1Vx%2FF4hVxRQIbbxTRUAqYCAAAAAGQvy6IAAAAB&reviewId=R33AGYTWOVNJ4N","","0","当前加载评论时遇到问题。请稍后再试。"
"W. Cheung","5.0 颗星，最多 5 颗星","A crash course on how China is run","2011年10月11日 在美国审核","","In less than 300 pages, the book describes briefly but engagingly how various Chinese government departments operate, often in secrecy.  It answers questions like: who ""elect"" the General Secretary (currently Hu Jintao)? What does the largest human resourse department (The Organization Department) actually do? How does the Propaganda Department regulate the press? What is the relationship between the miliary and the Party (the CCP)? Is there a department devoted to investigating corruption in China? What exactly is the nature of ""state enterprises""?Several case studies are presented for illustration including the 2008 milk scandal, Chinalco's buying a stake in Rio Tinto, contemparory cross-strait relations, the Shanghai Pension Scandal, etc.It appears that the Party is a behemoth that is continuously sharpening its statecraft, is ceaselessly evolving and demonstrates ingenous flexibility.","2 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhFGTZuYAAdxkeqoKP4Jgy0jwVuA6WF0tcAYPIoyc5UAYAAAAAGQvy6IAAAAB%26reviewId%3DRFC4V38QI2ONM&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hFGTZuYAAdxkeqoKP4Jgy0jwVuA6WF0tcAYPIoyc5UAYAAAAAGQvy6IAAAAB&reviewId=RFC4V38QI2ONM","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Gabor Holch","5.0 颗星，最多 5 颗星","An eye-opener even for old China hands","2013年7月18日 在美国审核","","Although I have spent my last 11 years doing consulting business in China, this book revealed a whole new context of isolated facts and experiences I always wanted to understand better. It obviously has an impressive amount of research behind it, and yet makes an entertaining read that you cannot put down. I can't wait to get through some backlog and read it again!","1 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhL1S1ypDcbKc2fwRM%252FSBHx%252FHrkB1Opcn6be5%252BPzjobjBAAAAAGQvy6IAAAAB%26reviewId%3DR1DIY8SF60P6AV&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hL1S1ypDcbKc2fwRM%2FSBHx%2FHrkB1Opcn6be5%2BPzjobjBAAAAAGQvy6IAAAAB&reviewId=R1DIY8SF60P6AV","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"harry gee","2.0 颗星，最多 5 颗星","Poorly structured and dour.","2016年2月24日 在美国审核","","Before continuing I have to admit that I am only 28% the way through this book - one that I was looking forward to reading. Unfortunately the product itself is sub-par. One might expect a more engaging, structured book from a professional writer, alas, 'The Party' rambles on in the manner of a dissertation written the night before due - the chapters are (typically) excessively long with several muddled and disjointed points crammed into each. Whatever the author's intentions this is not the best way to get one's point across.","2 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhGmHofzQ9kA%252BwLRe3b6gBeagrdflL%252FfxUgWDGO5IspjbAAAAAGQvy6IAAAAB%26reviewId%3DR1XWY01F1C9A5L&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hGmHofzQ9kA%2BwLRe3b6gBeagrdflL%2FfxUgWDGO5IspjbAAAAAGQvy6IAAAAB&reviewId=R1XWY01F1C9A5L","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Aaron J. Uram","5.0 颗星，最多 5 颗星","Great book","2012年3月15日 在美国审核","","After reading this book I feel like a came away with a much better understanding of how the ruling elite control China. The Communist Party system is controlled similar to fiefdoms and have different cliques vying for power, very similar to many other cleptocracies. The author has done his homework on who the major players are and where their power structure is based. I would definitely recommend this book to anybody interested in a deeper understanding of the CCP","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhAzla0lWclCLUj9Nh9VUcn3fmaMkx48tH6%252BeN6Fv0L4LAAAAAGQvy6IAAAAB%26reviewId%3DRC8HI7V3MEFYH&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hAzla0lWclCLUj9Nh9VUcn3fmaMkx48tH6%2BeN6Fv0L4LAAAAAGQvy6IAAAAB&reviewId=RC8HI7V3MEFYH","","0","当前加载评论时遇到问题。请稍后再试。"
"l henry","3.0 颗星，最多 5 颗星","A bit long but very revealing","2011年1月17日 在美国审核","","Although some of the chapters were too long and could have been sub headed or split overall I found the book very revealing. Revealing not only about China but the West as well.The Great Leap Forward, The Cultural Revolution, Tianamen Square, the list goes on and on. For none of these atrocities has China been made to pay any price. As long as China will contibute to our politicians campaigns, finance our debt and satisfy our need for cheap consumer items readily availble at the neighborhood ""mart"" what do we care what the PRC does, or did to it's own people, the vast majority of which will never see a dime of the riches reaching Beijing, Shanghai, or Hong Kong.My late father always claimed that WWW III could well be the U.S. and Russia versus China. That military scenario may never occur, but I would venture that we are at war with China already, we are just too busy spending our selves to defeat to know we are fighting it. We ignore Mao at our peril, he once told Russia ""...kill milions of us, there will be millions more waiting behind every tree when you invade..."" Those words now are ""spend your dollars with us, we have billions of yuans with which to buy you.""","4 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhF48Co7%252FWF1JkkNWtzkATg4ID2f2eVMua9p7kBLvB7D5AAAAAGQvy6IAAAAB%26reviewId%3DRBNCSCQL5GFH2&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hF48Co7%2FWF1JkkNWtzkATg4ID2f2eVMua9p7kBLvB7D5AAAAAGQvy6IAAAAB&reviewId=RBNCSCQL5GFH2","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
